鬼子来了,姜文,姜文/史建全/述平/尤凤伟,姜文/香川照之/袁丁/姜宏波/丛志军/李从喜/泽田谦也/李海滨/蔡卫东/陈述/陈莲梅/史建全/陈强/宫路佳具/吴大维/梶冈润一/石山雄大/述平/姜武,剧情/喜剧,中国大陆,汉语普通话 / 日语 / 唐山话,2000-05-12(戛纳电影节)/2002-04-27(日本),139分钟,9.3,520828,姜文/人性/战争/黑色幽默/鬼子来了/抗日/中国电影/中国
我不是药神,文牧野,韩家女/钟伟/文牧野,徐峥/王传君/周一围/谭卓/章宇/杨新鸣/王佳佳/王砚辉/贾晨飞/龚蓓苾/宁浩/李乃文/岳小军/苇青/富冠铭/巴拉特·巴蒂/喜利图/张海艳/朱耕佑,剧情/喜剧,中国大陆,汉语普通话 / 英语 / 上海话 / 印地语,2018-07-05(中国大陆)/2018-06-30(大规模点映),117分钟,9.0,1773251,人性/社会/真实事件改编/生命/中国大陆/剧情/药/黑色幽默
大话西游之月光宝盒,刘镇伟,刘镇伟/吴承恩,周星驰/吴孟达/罗家英/蓝洁瑛/莫文蔚/江约诚/陆树铭/刘镇伟/朱茵/李健仁,喜剧/爱情/奇幻/古装,中国香港/中国大陆,粤语 / 汉语普通话,2014-10-24(中国大陆)/1995-01-21(中国香港),87分钟,9.0,1037178,经典/喜剧/香港/爱情/大话西游/搞笑/无厘头/中国
天空之城,宫崎骏,宫崎骏,田中真弓/横泽启子/初井言荣/寺田农/常田富士男/永井一郎/糸博/鹫尾真知子/神山卓三/安原义人/槐柳二/鳕子,动画/奇幻/冒险,日本,日语,1992-05-01(中国大陆)/1986-08-02(日本),125分钟,9.1,704477,宫崎骏/动画/天空之城/日本/动漫/宮崎駿/日本动画/经典
天堂电影院,朱塞佩·托纳多雷,朱塞佩·托纳多雷/瓦娜·波利,菲利普·努瓦雷/雅克·贝汉/马克·莱昂纳蒂/萨瓦特利·卡西欧/莱奥波多·特里耶斯泰/安东内拉·阿蒂利/恩佐·卡拉瓦勒/艾萨·丹尼埃利/里奥·故罗塔/普佩拉·玛奇奥/阿格妮丝·那诺/塔诺·希玛罗萨/尼古拉·迪·平托/罗伯塔·蕾娜/尼诺·戴罗佐/玛丽娜·朱迪切/比阿特丽斯·帕姆/布丽吉特·佛西/朱塞佩·托纳多雷,剧情/爱情,意大利/法国,意大利语,2021-06-11(中国大陆)/1988-11-17(意大利),155分钟,9.2,581729,意大利/经典/成长/剧情/人生/温情/电影/感人
闻香识女人,马丁·布莱斯特,博·古德曼/乔瓦尼·阿尔皮诺,阿尔·帕西诺/克里斯·奥唐纳/詹姆斯·瑞布霍恩/加布里埃尔·安瓦尔/菲利普·塞默·霍夫曼/理查德·文彻/布莱德利·惠特福德/罗谢尔·奥利弗/MargaretEginton/TomRiisFarrell/NicholasSadler/托德·路易斯/马特·史密斯/吉恩·坎菲尔德/弗兰西丝·康罗伊,剧情,美国,英语,1992-12-23(美国),157 分钟,9.1,726426,经典/阿尔·帕西诺/美国/闻香识女人/人性/剧情/成长/人生
指环王2：双塔奇兵,彼得·杰克逊,弗兰·威尔士/菲利帕·鲍恩斯/斯蒂芬·辛克莱/彼得·杰克逊/J.R.R.托尔金,伊利亚·伍德/西恩·奥斯汀/多米尼克·莫纳汉/奥兰多·布鲁姆/维果·莫腾森/伊恩·麦克莱恩/凯特·布兰切特/比利·博伊德/杰德·布罗菲/丽芙·泰勒/安迪·瑟金斯/米兰达·奥图/雨果·维文/布拉德·道里夫/卡卢姆·吉廷斯/伯纳德·希尔/布鲁斯·霍普金斯/克里斯托弗·李/纳撒尼尔·利斯/罗宾·马尔科姆/约翰·贝西/萨拉·贝克/克雷格·帕克/布鲁斯·菲利普斯/RobertPollock/约翰·瑞斯-戴维斯/奥利维亚·田內/卡尔·厄本/史蒂芬·乌瑞/大卫·文翰/菲利普·格里夫/肖恩·宾/约翰·诺贝尔/JarlBenzon/JørnBenzon/BenBritton/阿利斯泰尔·布朗宁/SeanButton/RobertCatto/罗德尼·库克/卡尔洛斯·德林克沃特/西奥沙福瓦/本·弗兰舍姆/JonathanHarding/LucasHayward/丹·汉纳/保罗·霍姆斯/杰森霍德/彼得·杰克逊/SamKelly/SandroKopp,剧情/动作/奇幻/冒险,美国/新西兰,英语 / 辛达林语 / 古代英语,2003-04-25(中国大陆)/2021-04-23(中国大陆重映)/2002-12-05(纽约首映)/2002-12-18(美国),180分钟,9.2,627084,魔幻/史诗/经典/美国/战争/大片/冒险/新西兰
罗马假日,威廉·惠勒,伊安·麦克莱伦·亨特/约翰·戴顿/达尔顿·特朗勃,奥黛丽·赫本/格利高里·派克/埃迪·艾伯特/哈特利·鲍尔/哈考特·威廉姆斯/玛格丽特·罗林斯/托里奥·卡米纳提/保罗·卡利尼/克劳迪奥·埃尔梅利/保拉·布鲁布尼/里佐·弗雷多里佐,剧情/喜剧/爱情,美国,英语 / 意大利语 / 德语,1953-08-20(威尼斯电影节)/1953-09-02(美国),118分钟,9.0,819198,奥黛丽·赫本/经典/爱情/浪漫/罗马假日/美国/赫本/美国电影
猫鼠游戏,史蒂文·斯皮尔伯格,杰夫·内桑森,莱昂纳多·迪卡普里奥/汤姆·汉克斯/克里斯托弗·沃肯/马丁·辛/艾米·亚当斯/詹妮弗·加纳/伊丽莎白·班克斯/纳塔莉·贝伊/詹姆斯·布洛林/艾伦·旁派/南希·利内翰/布莱恩·豪威/弗兰克·约翰·休斯/克里斯·埃里斯,剧情/传记/犯罪,美国/加拿大,英语 / 法语,2003-04-11(中国大陆)/2002-12-16(洛杉矶首映)/2002-12-25(美国),141 分钟,9.1,768354,犯罪/莱昂纳多·迪卡普里奥/剧情/美国/斯皮尔伯格/汤姆·汉克斯/经典/LeonardoDiCaprio
辩护人,杨宇硕,杨宇硕/尹贤浩,宋康昊/金英爱/吴达洙/郭度沅/任时完/宋永彰/郑元中/赵敏基/李杭娜/李星民/车光洙/韩基重/沈熙燮/赵莞基/李姃垠,剧情,韩国,韩语,2013-12-18(韩国),127分钟,9.2,508995,韩国/政治/法律/民主/人性/剧情/感人/社会
